Norm
4.982665 0.000000 -4.369634 0.000000 -2.153861 -0.953965 1 1
4.886760 0.000000 3.413901 0.000000 -1.686753 0.768160 1 2
3.455560 0.000000 -2.574606 0.000000 -0.336520 1.554743 1 3
5.057917 0.000000 0.166376 0.000000 0.903725 -0.092259 1 4
-5.873242 0.000000 0.541011 0.000000 0.053418 0.925485 1 5
-2.674330 0.000000 -2.994485 0.000000 0.374406 0.603925 1 6
-5.810728 0.000000 -2.798558 0.000000 -0.382442 -0.097569 1 7
6.219452 0.000000 2.413009 0.000000 0.173820 -0.254006 1 8
4.004013 0.000000 2.379531 0.000000 0.490691 0.216435 1 9
-0.171107 0.000000 6.237762 0.000000 0.389735 0.408743 1 10
5.214733 0.000000 -3.146409 0.000000 -0.356648 0.008432 1 11
-1.391594 0.000000 5.751405 0.000000 0.287309 1.629930 1 12
-1.125035 0.000000 4.043499 0.000000 -1.243059 0.819751 1 13
4.748639 0.000000 0.400074 0.000000 0.242906 1.265096 1 14
3.586755 0.000000 -2.360685 0.000000 0.781731 -0.709923 1 15
-2.658530 0.000000 -3.846643 0.000000 0.673922 0.556238 1 16
-2.918929 0.000000 3.807251 0.000000 -0.479357 0.769216 1 17
3.626141 0.000000 2.450974 0.000000 -1.508571 0.990921 1 18
-4.552801 0.000000 -0.049772 0.000000 0.192126 0.324157 1 19
-6.010434 0.000000 -0.913471 0.000000 -1.207891 -0.961960 1 20
-3.920964 0.000000 -2.911187 0.000000 -1.569434 -0.387709 1 21
3.999218 0.000000 3.703345 0.000000 -1.274160 1.596612 1 22
-2.407778 0.000000 -4.042248 0.000000 1.426753 0.367765 1 23
5.294176 0.000000 0.917842 0.000000 0.145666 -0.070771 1 24
5.958674 0.000000 -2.364995 0.000000 -1.320611 -1.161383 1 25
-1.151492 0.000000 -4.139745 0.000000 0.182893 0.101982 1 26
-2.712877 0.000000 3.386831 0.000000 -1.230960 0.099662 1 27
5.369890 0.000000 -1.282164 0.000000 1.018161 0.417552 1 28
2.957377 0.000000 -3.290144 0.000000 0.337124 0.304611 1 29
3.869120 0.000000 -2.465709 0.000000 -1.090983 -0.807058 1 30
-1.320345 0.000000 -4.552888 0.000000 2.420134 -0.474381 1 31
-3.392100 0.000000 5.072743 0.000000 0.574800 -0.525255 1 32
-3.787242 0.000000 3.918302 0.000000 -0.099268 -1.498740 1 33
5.175917 0.000000 1.257644 0.000000 0.754368 -0.308329 1 34
-2.589908 0.000000 -3.865058 0.000000 0.494601 -0.418793 1 35
1.738583 0.000000 6.054663 0.000000 -0.114732 0.196028 1 36
4.019770 0.000000 -2.118050 0.000000 -0.756967 -0.688931 1 37
0.757088 0.000000 5.670407 0.000000 0.683501 -1.782219 1 38
-0.430644 0.000000 4.426436 0.000000 0.908503 0.058774 1 39
-1.203957 0.000000 -4.077721 0.000000 0.713486 -0.233206 1 40
1.809926 0.000000 -3.841822 0.000000 -0.747572 -1.652704 1 41
3.383159 0.000000 -5.293426 0.000000 -0.456311 0.065535 1 42
2.367389 0.000000 6.302753 0.000000 -0.585919 -0.153339 1 43
0.577080 0.000000 4.308818 0.000000 0.618997 -0.890608 1 44
-3.515000 0.000000 3.800448 0.000000 1.507881 1.572770 1 45
3.406648 0.000000 2.219548 0.000000 1.023008 0.132335 1 46
3.872665 0.000000 -5.508253 0.000000 1.049572 -0.568195 1 47
5.569313 0.000000 -0.822220 0.000000 -2.498869 2.642199 1 48
5.662823 0.000000 -1.390251 0.000000 -1.083692 1.139161 1 49
3.243221 0.000000 -2.631470 0.000000 1.633087 -1.220286 1 50
-2.018153 0.000000 -5.071653 0.000000 -0.806419 -0.671976 1 51
5.769039 0.000000 -0.243632 0.000000 0.041211 0.992410 1 52
-4.370125 0.000000 -4.455113 0.000000 1.247433 -2.001007 1 53
-5.484645 0.000000 1.981633 0.000000 -1.827051 1.071521 1 54
